date,type,message
1693317280447,INFO,Retrieve metadata job has been started
1693317280451,INFO,Start getting describe of metadata
1693317283701,INFO,Describe metadata: 217 metadata types
1693317283705,INFO,Start getting list of metadata
1693317284503,INFO,Start retrieve
1693317305640,INFO,Retrieve completed
1693317305645,INFO,Retrieve metadata job has been completed
