date,type,message
1693402588857,INFO,Retrieve metadata job has been started
1693402588860,INFO,Start getting describe of metadata
1693402591415,INFO,Describe metadata: 217 metadata types
1693402591421,INFO,Start getting list of metadata
1693402592026,INFO,Start retrieve
1693402612901,INFO,Retrieve completed
1693402612928,INFO,Retrieve metadata job has been completed
