date,type,message
1693318022717,INFO,Retrieve metadata job has been started
1693318022720,INFO,Start getting describe of metadata
1693318025896,INFO,Describe metadata: 217 metadata types
1693318025901,INFO,Start getting list of metadata
1693318026752,INFO,Start retrieve
1693318047978,INFO,Retrieve completed
1693318047983,INFO,Retrieve metadata job has been completed
