date,type,message
1693297678396,INFO,Retrieve metadata job has been started
1693297678400,INFO,Start getting describe of metadata
1693297680940,INFO,Describe metadata: 217 metadata types
1693297680946,INFO,Start getting list of metadata
1693297681588,INFO,Start retrieve
1693297702818,INFO,Retrieve completed
1693297702878,INFO,Retrieve metadata job has been completed
