date,type,message
1693317693328,INFO,Retrieve metadata job has been started
1693317693332,INFO,Start getting describe of metadata
1693317696549,INFO,Describe metadata: 217 metadata types
1693317696556,INFO,Start getting list of metadata
1693317697500,INFO,Start retrieve
1693317718987,INFO,Retrieve completed
1693317718992,INFO,Retrieve metadata job has been completed
