date,type,message
1693479012794,INFO,Retrieve metadata job has been started
1693479012798,INFO,Start getting describe of metadata
1693479015146,INFO,Describe metadata: 217 metadata types
1693479015152,INFO,Start getting list of metadata
1693479015516,INFO,Start retrieve
1693479036774,INFO,Retrieve completed
1693479036817,INFO,Retrieve metadata job has been completed
