date,type,message
1693387958883,INFO,Retrieve metadata job has been started
1693387958887,INFO,Start getting describe of metadata
1693387961360,INFO,Describe metadata: 217 metadata types
1693387961366,INFO,Start getting list of metadata
1693387963124,INFO,Start retrieve
1693387984112,INFO,Retrieve completed
1693387984145,INFO,Retrieve metadata job has been completed
