date,type,message
1692889878929,INFO,Retrieve metadata job has been started
1692889878934,INFO,Start getting describe of metadata
1692889882229,INFO,Describe metadata: 217 metadata types
1692889882231,INFO,Start getting list of metadata
1692889905198,INFO,Start retrieve
1692890085135,INFO,Retrieve completed
1692890089476,INFO,Retrieve metadata job has been completed
