message,date,objectName
Disable automation process,1699965945749,
Start Masking Process,1699965945750,
Masking object 'Account',1699965949013,Account
Finish masking for object 'Account',1699965982325,Account
Masking object 'Contact',1699965982325,Contact
Error: INVALID_FIELD_FOR_INSERT_UPDATE:Unable to create/update fields: Name. Please check the security settings of this field and verify that it is read/write for your profile or permission set.:Name --,1699965984704,Contact
Finish masking for object 'Contact',1699965985326,Contact
Enable automation process,1699965985326,
Finish Masking Process,1699965985326,
