date,type,message
1693318489792,INFO,Retrieve metadata job has been started
1693318489796,INFO,Start getting describe of metadata
1693318493150,INFO,Describe metadata: 217 metadata types
1693318493156,INFO,Start getting list of metadata
1693318494260,INFO,Start retrieve
1693318515406,INFO,Retrieve completed
1693318515411,INFO,Retrieve metadata job has been completed
