date,type,message
1693233248973,INFO,Retrieve metadata job has been started
1693233248977,INFO,Start getting describe of metadata
1693233251718,INFO,Describe metadata: 217 metadata types
1693233251723,INFO,Start getting list of metadata
1693233252415,INFO,Start retrieve
1693233294428,INFO,Retrieve completed
1693233294590,INFO,Retrieve metadata job has been completed
