date,type,message
1693318651167,INFO,Retrieve metadata job has been started
1693318651172,INFO,Start getting describe of metadata
1693318654370,INFO,Describe metadata: 217 metadata types
1693318654375,INFO,Start getting list of metadata
1693318655325,INFO,Start retrieve
1693318676487,INFO,Retrieve completed
1693318676515,INFO,Retrieve metadata job has been completed
