date,type,message
1693300892601,INFO,Retrieve metadata job has been started
1693300892605,INFO,Start getting describe of metadata
1693300894863,INFO,Describe metadata: 217 metadata types
1693300894868,INFO,Start getting list of metadata
1693300895514,INFO,Start retrieve
1693300916429,INFO,Retrieve completed
1693300916434,INFO,Retrieve metadata job has been completed
