date,type,message
1693317071478,INFO,Retrieve metadata job has been started
1693317071481,INFO,Start getting describe of metadata
1693317074829,INFO,Describe metadata: 217 metadata types
1693317074833,INFO,Start getting list of metadata
1693317075831,INFO,Start retrieve
1693317097919,INFO,Retrieve completed
1693317097935,INFO,Retrieve metadata job has been completed
