date,type,message
1693299970022,INFO,Retrieve metadata job has been started
1693299970025,INFO,Start getting describe of metadata
1693299972648,INFO,Describe metadata: 217 metadata types
1693299972652,INFO,Start getting list of metadata
1693299973037,INFO,Start retrieve
1693299973038,INFO,Retrieve completed
1693299973040,INFO,Retrieve metadata job has been completed
