date,type,message
1693466116232,INFO,Retrieve metadata job has been started
1693466116235,INFO,Start getting describe of metadata
1693466118385,INFO,Describe metadata: 217 metadata types
1693466118391,INFO,Start getting list of metadata
1693466124760,INFO,Start retrieve
1693466170980,INFO,Retrieve completed
1693466171917,INFO,Retrieve metadata job has been completed
